,TRB,STL,Pos,G,Player,Year,PTS,BLK,Tm,AST,FG,O_Index,D_Index,Overall_Index,PPG,ASTPG,RPG,BLKPG,STLPG,FGPG
12369,245.0,111.0,PG,78.0,Chris Childs,1996.0,1002.0,8.0,NJN,548.0,324.0,10.812820512820512,1.714102564102564,12.526923076923076,12.846153846153847,7.0256410256410255,3.141025641025641,0.10256410256410256,1.4230769230769231,4.153846153846154
12370,154.0,70.0,SF,55.0,Doug Christie,1996.0,415.0,19.0,TOT,117.0,150.0,5.9799999999999995,1.6054545454545455,7.585454545454545,7.545454545454546,2.1272727272727274,2.8,0.34545454545454546,1.2727272727272727,2.727272727272727
12371,34.0,12.0,SF,23.0,Doug Christie,1996.0,93.0,3.0,NYK,25.0,35.0,3.1999999999999997,0.7869565217391304,3.9869565217391303,4.043478260869565,1.0869565217391304,1.4782608695652173,0.13043478260869565,0.5217391304347826,1.5217391304347827
12372,120.0,58.0,SF,32.0,Doug Christie,1996.0,322.0,16.0,TOR,92.0,115.0,7.9781249999999995,2.1937499999999996,10.171875,10.0625,2.875,3.75,0.5,1.8125,3.59375
12373,3.0,0.0,SG,4.0,Robert Churchwell,1996.0,6.0,0.0,GSW,1.0,3.0,1.1749999999999998,0.30000000000000004,1.4749999999999999,1.5,0.25,0.75,0.0,0.0,0.75
12374,2.0,0.0,C,3.0,Charles Claxton,1996.0,2.0,1.0,BOS,0.0,1.0,0.5,0.3666666666666667,0.8666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333
12375,2.0,0.0,C,5.0,John Coker,1996.0,8.0,1.0,PHO,1.0,4.0,1.2399999999999998,0.22000000000000003,1.4599999999999997,1.6,0.2,0.4,0.2,0.0,0.8
12376,72.0,4.0,PF,11.0,Derrick Coleman,1996.0,123.0,10.0,PHI,31.0,48.0,8.827272727272726,3.0,11.827272727272726,11.181818181818182,2.8181818181818183,6.545454545454546,0.9090909090909091,0.36363636363636365,4.363636363636363
12377,260.0,94.0,PG,81.0,Bimbo Coles,1996.0,892.0,17.0,TOT,422.0,318.0,9.14320987654321,1.6950617283950615,10.83827160493827,11.012345679012345,5.209876543209877,3.2098765432098766,0.20987654320987653,1.1604938271604939,3.925925925925926
12378,201.0,63.0,PG,52.0,Bimbo Coles,1996.0,664.0,12.0,MIA,296.0,231.0,10.521153846153844,1.978846153846154,12.499999999999998,12.76923076923077,5.6923076923076925,3.8653846153846154,0.23076923076923078,1.2115384615384615,4.4423076923076925
12379,59.0,31.0,PG,29.0,Bimbo Coles,1996.0,228.0,5.0,GSW,126.0,87.0,6.672413793103448,1.186206896551724,7.858620689655172,7.862068965517241,4.344827586206897,2.0344827586206895,0.1724137931034483,1.0689655172413792,3.0
12380,177.0,20.0,C,74.0,Marty Conlon,1996.0,395.0,11.0,MIL,68.0,153.0,4.127027027027027,1.0824324324324324,5.20945945945946,5.337837837837838,0.918918918918919,2.391891891891892,0.14864864864864866,0.2702702702702703,2.0675675675675675
12381,12.0,0.0,PF,11.0,Anthony Cook,1996.0,15.0,1.0,POR,2.0,7.0,1.0545454545454545,0.4636363636363637,1.518181818181818,1.3636363636363635,0.18181818181818182,1.0909090909090908,0.09090909090909091,0.0,0.6363636363636364
12382,244.0,63.0,SF,71.0,Tyrone Corbin,1996.0,413.0,20.0,TOT,84.0,155.0,4.526760563380281,1.7253521126760563,6.2521126760563375,5.816901408450704,1.1830985915492958,3.436619718309859,0.28169014084507044,0.8873239436619719,2.183098591549296
12383,179.0,47.0,SF,49.0,Tyrone Corbin,1996.0,312.0,17.0,SAC,61.0,117.0,4.944897959183673,1.853061224489796,6.797959183673469,6.36734693877551,1.2448979591836735,3.6530612244897958,0.3469387755102041,0.9591836734693877,2.3877551020408165
12384,65.0,16.0,SF,22.0,Tyrone Corbin,1996.0,101.0,3.0,MIA,23.0,38.0,3.5954545454545452,1.440909090909091,5.036363636363636,4.590909090909091,1.0454545454545454,2.9545454545454546,0.13636363636363635,0.7272727272727273,1.7272727272727273
12385,49.0,5.0,PF,23.0,Joe Courtney,1996.0,38.0,6.0,CLE,9.0,15.0,1.3,0.9956521739130436,2.2956521739130435,1.6521739130434783,0.391304347826087,2.130434782608696,0.2608695652173913,0.21739130434782608,0.6521739130434783
12386,54.0,22.0,PG,58.0,John Crotty,1996.0,172.0,6.0,CLE,102.0,51.0,2.5155172413793103,0.5172413793103449,3.032758620689655,2.9655172413793105,1.7586206896551724,0.9310344827586207,0.10344827586206896,0.3793103448275862,0.8793103448275862
12387,445.0,56.0,PF,81.0,Terry Cummings,1996.0,645.0,30.0,MIL,89.0,270.0,6.1271604938271595,2.5160493827160497,8.64320987654321,7.962962962962963,1.0987654320987654,5.493827160493828,0.37037037037037035,0.691358024691358,3.3333333333333335
12388,264.0,108.0,SG,82.0,Dell Curry,1996.0,1192.0,25.0,CHH,176.0,441.0,11.142682926829268,1.774390243902439,12.917073170731708,14.536585365853659,2.1463414634146343,3.2195121951219514,0.3048780487804878,1.3170731707317074,5.378048780487805
12389,85.0,24.0,SG-SF,46.0,Michael Curry,1996.0,211.0,2.0,TOT,27.0,73.0,3.48695652173913,0.908695652173913,4.395652173913043,4.586956521739131,0.5869565217391305,1.8478260869565217,0.043478260869565216,0.5217391304347826,1.5869565217391304
12390,5.0,1.0,SF,5.0,Michael Curry,1996.0,10.0,0.0,WSB,1.0,3.0,1.5,0.45999999999999996,1.96,2.0,0.2,1.0,0.0,0.2,0.6
12391,80.0,23.0,SG,41.0,Michael Curry,1996.0,201.0,2.0,DET,26.0,70.0,3.729268292682926,0.9634146341463414,4.692682926829267,4.902439024390244,0.6341463414634146,1.951219512195122,0.04878048780487805,0.5609756097560976,1.7073170731707317
12392,11.0,2.0,C,14.0,Rastko Cvetkovic,1996.0,10.0,1.0,DEN,3.0,5.0,0.5785714285714285,0.37857142857142856,0.9571428571428571,0.7142857142857143,0.21428571428571427,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.35714285714285715
12393,46.0,15.0,SG,19.0,Sasha Danilovic,1996.0,255.0,3.0,MIA,47.0,83.0,10.326315789473684,1.2526315789473685,11.578947368421053,13.421052631578947,2.473684210526316,2.4210526315789473,0.15789473684210525,0.7894736842105263,4.368421052631579
12394,181.0,8.0,C,58.0,Yinka Dare,1996.0,164.0,40.0,NJN,0.0,63.0,2.0879310344827586,1.4965517241379311,3.5844827586206898,2.8275862068965516,0.0,3.1206896551724137,0.6896551724137931,0.13793103448275862,1.0862068965517242
12395,501.0,33.0,PF,82.0,Antonio Davis,1996.0,719.0,66.0,IND,43.0,236.0,6.530487804878049,2.8060975609756103,9.336585365853658,8.768292682926829,0.524390243902439,6.109756097560975,0.8048780487804879,0.4024390243902439,2.8780487804878048
12396,709.0,56.0,PF,78.0,Dale Davis,1996.0,803.0,112.0,IND,76.0,334.0,7.829487179487178,4.282051282051283,12.111538461538462,10.294871794871796,0.9743589743589743,9.08974358974359,1.435897435897436,0.717948717948718,4.282051282051282
12397,123.0,31.0,SG,74.0,Hubert Davis,1996.0,789.0,8.0,NYK,103.0,275.0,8.113513513513514,0.822972972972973,8.936486486486487,10.662162162162161,1.3918918918918919,1.662162162162162,0.10810810810810811,0.4189189189189189,3.7162162162162162
12398,125.0,40.0,SF,57.0,Mark Davis,1996.0,188.0,22.0,MIN,47.0,55.0,2.5701754385964914,1.2035087719298245,3.7736842105263158,3.2982456140350878,0.8245614035087719,2.192982456140351,0.38596491228070173,0.7017543859649122,0.9649122807017544
12399,117.0,10.0,PF,28.0,Terry Davis,1996.0,137.0,4.0,DAL,21.0,55.0,3.7714285714285714,1.8214285714285716,5.592857142857143,4.892857142857143,0.75,4.178571428571429,0.14285714285714285,0.35714285714285715,1.9642857142857142
12400,224.0,81.0,SG,79.0,Todd Day,1996.0,922.0,51.0,TOT,107.0,299.0,8.818987341772152,1.6354430379746838,10.454430379746835,11.670886075949367,1.3544303797468353,2.8354430379746836,0.6455696202531646,1.0253164556962024,3.7848101265822787
12401,22.0,4.0,SG,8.0,Todd Day,1996.0,73.0,3.0,MIL,5.0,22.0,6.7875,1.3625,8.15,9.125,0.625,2.75,0.375,0.5,2.75
12402,202.0,77.0,SG,71.0,Todd Day,1996.0,849.0,48.0,BOS,102.0,277.0,9.047887323943662,1.6661971830985918,10.714084507042255,11.95774647887324,1.4366197183098592,2.8450704225352115,0.676056338028169,1.0845070422535212,3.9014084507042255
12403,39.0,7.0,C,22.0,Andrew DeClercq,1996.0,59.0,5.0,GSW,9.0,24.0,2.0681818181818183,0.8727272727272729,2.9409090909090914,2.6818181818181817,0.4090909090909091,1.7727272727272727,0.22727272727272727,0.3181818181818182,1.0909090909090908
12404,143.0,54.0,PG,82.0,Terry Dehere,1996.0,1016.0,16.0,LAC,350.0,315.0,9.910975609756097,0.9536585365853659,10.864634146341462,12.390243902439025,4.2682926829268295,1.7439024390243902,0.1951219512195122,0.6585365853658537,3.841463414634146
12405,272.0,85.0,SG,82.0,Vinny Del,1996.0,1191.0,6.0,SAS,315.0,478.0,11.518292682926829,1.659756097560976,13.178048780487805,14.524390243902438,3.841463414634146,3.317073170731707,0.07317073170731707,1.0365853658536586,5.829268292682927
12406,492.0,70.0,C,65.0,Bison Dele,1996.0,1029.0,55.0,LAC,122.0,416.0,12.096923076923076,3.6046153846153848,15.701538461538462,15.830769230769231,1.876923076923077,7.569230769230769,0.8461538461538461,1.0769230769230769,6.4
12407,9.0,3.0,SG,16.0,Dell Demps,1996.0,53.0,1.0,SAS,8.0,19.0,2.5374999999999996,0.3,2.8374999999999995,3.3125,0.5,0.5625,0.0625,0.1875,1.1875
12408,679.0,76.0,C,79.0,Vlade Divac,1996.0,1020.0,131.0,LAL,261.0,414.0,10.222784810126582,4.224050632911393,14.446835443037974,12.91139240506329,3.3037974683544302,8.594936708860759,1.6582278481012658,0.9620253164556962,5.2405063291139244
12409,180.0,63.0,PG,79.0,Sherman Douglas,1996.0,890.0,5.0,TOT,436.0,345.0,9.426582278481014,1.169620253164557,10.59620253164557,11.265822784810126,5.518987341772152,2.278481012658228,0.06329113924050633,0.7974683544303798,4.367088607594937
12410,23.0,2.0,PG,10.0,Sherman Douglas,1996.0,98.0,0.0,BOS,39.0,36.0,8.0,0.9800000000000001,8.98,9.8,3.9,2.3,0.0,0.2,3.6
12411,157.0,61.0,PG,69.0,Sherman Douglas,1996.0,792.0,5.0,MIL,397.0,309.0,9.633333333333335,1.1971014492753624,10.830434782608696,11.478260869565217,5.753623188405797,2.2753623188405796,0.07246376811594203,0.8840579710144928,4.478260869565218
12412,373.0,105.0,SG,52.0,Clyde Drexler*,1996.0,1005.0,24.0,HOU,302.0,331.0,15.326923076923077,3.6134615384615385,18.940384615384616,19.326923076923077,5.8076923076923075,7.173076923076923,0.46153846153846156,2.019230769230769,6.365384615384615
12413,7.0,2.0,C,8.0,Kevin Duckworth,1996.0,9.0,0.0,MIL,2.0,3.0,0.875,0.42500000000000004,1.3,1.125,0.25,0.875,0.0,0.25,0.375
12414,720.0,41.0,C,80.0,Chris Dudley,1996.0,404.0,100.0,POR,37.0,162.0,3.8299999999999996,4.12875,7.95875,5.05,0.4625,9.0,1.25,0.5125,2.025
12415,138.0,43.0,PG,67.0,Joe Dumars*,1996.0,793.0,3.0,DET,265.0,255.0,9.456716417910446,1.0298507462686568,10.486567164179103,11.835820895522389,3.955223880597015,2.0597014925373136,0.04477611940298507,0.6417910447761194,3.8059701492537314
12416,99.0,42.0,PF,39.0,Richard Dumas,1996.0,241.0,6.0,PHI,44.0,95.0,4.794871794871795,1.3846153846153846,6.179487179487179,6.17948717948718,1.1282051282051282,2.5384615384615383,0.15384615384615385,1.0769230769230769,2.4358974358974357
12417,115.0,42.0,SG,67.0,Tony Dumas,1996.0,776.0,13.0,DAL,99.0,274.0,8.811940298507462,0.9328358208955224,9.744776119402985,11.582089552238806,1.4776119402985075,1.7164179104477613,0.19402985074626866,0.6268656716417911,4.08955223880597
12418,148.0,28.0,SG,55.0,Ledell Eackles,1996.0,474.0,3.0,WSB,86.0,161.0,6.638181818181818,1.2454545454545454,7.883636363636363,8.618181818181819,1.5636363636363637,2.690909090909091,0.05454545454545454,0.509090909090909,2.9272727272727272
12419,129.0,18.0,C,42.0,Acie Earl,1996.0,316.0,37.0,TOR,27.0,117.0,5.673809523809523,1.6214285714285717,7.295238095238095,7.523809523809524,0.6428571428571429,3.0714285714285716,0.8809523809523809,0.42857142857142855,2.7857142857142856
12420,201.0,89.0,PG,80.0,Tyus Edney,1996.0,860.0,3.0,SAC,491.0,305.0,9.133750000000001,1.35,10.48375,10.75,6.1375,2.5125,0.0375,1.1125,3.8125
12421,346.0,118.0,SF,82.0,Blue Edwards,1996.0,1043.0,46.0,VAN,212.0,401.0,9.909756097560974,2.2878048780487807,12.197560975609754,12.71951219512195,2.5853658536585367,4.219512195121951,0.5609756097560976,1.4390243902439024,4.890243902439025
12422,87.0,10.0,PF,31.0,Doug Edwards,1996.0,93.0,18.0,VAN,39.0,32.0,2.454838709677419,1.3935483870967742,3.8483870967741933,3.0,1.2580645161290323,2.806451612903226,0.5806451612903226,0.3225806451612903,1.032258064516129
12423,40.0,1.0,C,28.0,James Edwards,1996.0,98.0,8.0,CHI,11.0,41.0,2.675,0.6678571428571428,3.3428571428571425,3.5,0.39285714285714285,1.4285714285714286,0.2857142857142857,0.03571428571428571,1.4642857142857142
12424,75.0,54.0,SG,34.0,Kevin Edwards,1996.0,394.0,7.0,NJN,71.0,142.0,8.94705882352941,1.4205882352941175,10.367647058823527,11.588235294117647,2.088235294117647,2.2058823529411766,0.20588235294117646,1.588235294117647,4.176470588235294
12425,256.0,85.0,SG,79.0,Craig Ehlo,1996.0,669.0,9.0,ATL,138.0,253.0,6.5974683544303785,1.6531645569620257,8.250632911392405,8.468354430379748,1.7468354430379747,3.240506329113924,0.11392405063291139,1.0759493670886076,3.2025316455696204
12426,78.0,29.0,PG,65.0,Howard Eisley,1996.0,287.0,3.0,UTA,146.0,104.0,3.6999999999999997,0.6276923076923077,4.327692307692307,4.415384615384616,2.246153846153846,1.2,0.046153846153846156,0.4461538461538462,1.6
12427,155.0,45.0,SF,45.0,Mario Elie,1996.0,499.0,11.0,HOU,138.0,180.0,8.775555555555554,1.751111111111111,10.526666666666666,11.088888888888889,3.066666666666667,3.4444444444444446,0.24444444444444444,1.0,4.0
12428,396.0,69.0,SF,77.0,Sean Elliott,1996.0,1537.0,33.0,SAS,211.0,525.0,15.202597402597402,2.4545454545454546,17.657142857142855,19.961038961038962,2.74025974025974,5.142857142857143,0.42857142857142855,0.8961038961038961,6.818181818181818
12429,315.0,57.0,SF,81.0,Dale Ellis,1996.0,1204.0,7.0,DEN,139.0,459.0,11.314814814814815,1.7925925925925925,13.107407407407408,14.864197530864198,1.7160493827160495,3.888888888888889,0.08641975308641975,0.7037037037037037,5.666666666666667
12430,322.0,36.0,SF,45.0,LaPhonso Ellis,1996.0,471.0,33.0,DEN,74.0,189.0,8.075555555555555,3.322222222222223,11.397777777777778,10.466666666666667,1.6444444444444444,7.155555555555556,0.7333333333333333,0.8,4.2
12431,8.0,2.0,C,12.0,LeRon Ellis,1996.0,13.0,3.0,MIA,4.0,5.0,0.8666666666666667,0.3916666666666666,1.2583333333333333,1.0833333333333333,0.3333333333333333,0.6666666666666666,0.25,0.16666666666666666,0.4166666666666667
12432,451.0,39.0,C,69.0,Pervis Ellison,1996.0,365.0,99.0,BOS,62.0,145.0,4.092753623188406,3.214492753623188,7.3072463768115945,5.2898550724637685,0.8985507246376812,6.536231884057971,1.434782608695652,0.5652173913043478,2.101449275362319
12433,16.0,7.0,PG,30.0,Vincenzo Esposito,1996.0,116.0,0.0,TOR,23.0,36.0,2.9799999999999995,0.2833333333333333,3.2633333333333328,3.8666666666666667,0.7666666666666667,0.5333333333333333,0.0,0.23333333333333334,1.2
12434,806.0,68.0,C,76.0,Patrick Ewing*,1996.0,1711.0,184.0,NYK,160.0,678.0,17.07236842105263,5.2368421052631575,22.309210526315788,22.513157894736842,2.1052631578947367,10.605263157894736,2.4210526315789473,0.8947368421052632,8.921052631578947
12435,93.0,23.0,SF,54.0,Duane Ferrell,1996.0,202.0,3.0,IND,30.0,80.0,2.8777777777777773,0.8333333333333334,3.711111111111111,3.740740740740741,0.5555555555555556,1.7222222222222223,0.05555555555555555,0.42592592592592593,1.4814814814814814
12436,309.0,57.0,PF,82.0,Danny Ferry,1996.0,1090.0,37.0,CLE,191.0,422.0,10.285365853658536,1.851219512195122,12.136585365853659,13.292682926829269,2.3292682926829267,3.768292682926829,0.45121951219512196,0.6951219512195121,5.146341463414634
12437,374.0,85.0,SF,82.0,Michael Finley,1996.0,1233.0,31.0,PHO,289.0,465.0,11.797560975609754,2.2487804878048783,14.046341463414631,15.036585365853659,3.524390243902439,4.560975609756097,0.3780487804878049,1.0365853658536586,5.670731707317073
12438,21.0,3.0,C,18.0,Matt Fish,1996.0,52.0,7.0,TOT,8.0,21.0,2.227777777777778,0.6333333333333333,2.861111111111111,2.888888888888889,0.4444444444444444,1.1666666666666667,0.3888888888888889,0.16666666666666666,1.1666666666666667
12439,3.0,0.0,C,2.0,Matt Fish,1996.0,12.0,1.0,NYK,1.0,6.0,4.6,0.7500000000000001,5.35,6.0,0.5,1.5,0.5,0.0,3.0
12440,18.0,3.0,C,16.0,Matt Fish,1996.0,40.0,6.0,DEN,7.0,15.0,1.93125,0.61875,2.55,2.5,0.4375,1.125,0.375,0.1875,0.9375
12441,170.0,41.0,PG,77.0,Vern Fleming,1996.0,590.0,5.0,NJN,255.0,227.0,6.320779220779221,1.0623376623376624,7.383116883116883,7.662337662337662,3.311688311688312,2.207792207792208,0.06493506493506493,0.5324675324675324,2.948051948051948
12442,24.0,8.0,SF,28.0,Sherell Ford,1996.0,90.0,1.0,SEA,5.0,30.0,2.392857142857143,0.4392857142857144,2.8321428571428573,3.2142857142857144,0.17857142857142858,0.8571428571428571,0.03571428571428571,0.2857142857142857,1.0714285714285714
12443,178.0,7.0,C,73.0,Greg Foster,1996.0,276.0,22.0,UTA,25.0,107.0,2.861643835616438,1.0945205479452054,3.9561643835616436,3.780821917808219,0.3424657534246575,2.4383561643835616,0.3013698630136986,0.0958904109589041,1.4657534246575343
12444,450.0,113.0,SF,81.0,Rick Fox,1996.0,1137.0,41.0,BOS,369.0,421.0,11.25679012345679,2.7925925925925927,14.049382716049383,14.037037037037036,4.555555555555555,5.555555555555555,0.5061728395061729,1.3950617283950617,5.197530864197531
12445,113.0,35.0,SF,65.0,Kevin Gamble,1996.0,386.0,8.0,TOT,100.0,152.0,4.6984615384615385,0.8938461538461538,5.592307692307692,5.938461538461539,1.5384615384615385,1.7384615384615385,0.12307692307692308,0.5384615384615384,2.3384615384615386
12446,86.0,31.0,SF,44.0,Kevin Gamble,1996.0,305.0,5.0,MIA,82.0,117.0,5.490909090909091,1.0272727272727271,6.5181818181818185,6.931818181818182,1.8636363636363635,1.9545454545454546,0.11363636363636363,0.7045454545454546,2.659090909090909
12447,27.0,4.0,SF,21.0,Kevin Gamble,1996.0,81.0,3.0,SAC,18.0,35.0,3.038095238095238,0.6142857142857143,3.6523809523809523,3.857142857142857,0.8571428571428571,1.2857142857142858,0.14285714285714285,0.19047619047619047,1.6666666666666667
12448,501.0,86.0,SF,80.0,Kevin Garnett,1996.0,835.0,131.0,MIN,145.0,361.0,8.120000000000001,3.31875,11.43875,10.4375,1.8125,6.2625,1.6375,1.075,4.5125
12449,417.0,36.0,PF,71.0,Chris Gatling,1996.0,791.0,40.0,TOT,43.0,326.0,8.378873239436619,2.670422535211268,11.049295774647886,11.140845070422536,0.6056338028169014,5.873239436619718,0.5633802816901409,0.5070422535211268,4.591549295774648
12450,242.0,19.0,PF,47.0,Chris Gatling,1996.0,426.0,29.0,GSW,26.0,171.0,6.819148936170213,2.365957446808511,9.185106382978724,9.063829787234043,0.5531914893617021,5.148936170212766,0.6170212765957447,0.40425531914893614,3.6382978723404253
12451,175.0,17.0,PF,24.0,Chris Gatling,1996.0,365.0,11.0,MIA,17.0,155.0,11.433333333333332,3.266666666666666,14.699999999999998,15.208333333333334,0.7083333333333334,7.291666666666667,0.4583333333333333,0.7083333333333334,6.458333333333333
12452,114.0,10.0,PF,25.0,Kenny Gattison,1996.0,229.0,11.0,VAN,14.0,91.0,6.888,2.076,8.964,9.16,0.56,4.56,0.44,0.4,3.64
12453,649.0,46.0,C,77.0,Matt Geiger,1996.0,866.0,63.0,CHH,60.0,357.0,8.492207792207791,3.7961038961038964,12.288311688311687,11.246753246753247,0.7792207792207793,8.428571428571429,0.8181818181818182,0.5974025974025974,4.636363636363637
12454,232.0,64.0,SG,47.0,Kendall Gill,1996.0,656.0,24.0,TOT,260.0,246.0,11.399999999999999,2.536170212765958,13.936170212765957,13.957446808510639,5.531914893617022,4.9361702127659575,0.5106382978723404,1.3617021276595744,5.23404255319149
12455,189.0,42.0,SG,36.0,Kendall Gill,1996.0,464.0,22.0,CHH,225.0,179.0,10.769444444444442,2.6333333333333333,13.402777777777775,12.88888888888889,6.25,5.25,0.6111111111111112,1.1666666666666667,4.972222222222222
12456,43.0,22.0,SG,11.0,Kendall Gill,1996.0,192.0,2.0,NJN,35.0,67.0,13.463636363636361,2.2181818181818183,15.68181818181818,17.454545454545453,3.1818181818181817,3.909090909090909,0.18181818181818182,2.0,6.090909090909091
12457,713.0,73.0,SF,78.0,Armen Gilliam,1996.0,1429.0,53.0,NJN,140.0,576.0,13.92179487179487,4.1410256410256405,18.062820512820508,18.32051282051282,1.794871794871795,9.14102564102564,0.6794871794871795,0.9358974358974359,7.384615384615385
12458,8.0,3.0,SF,15.0,Gerald Glass,1996.0,26.0,1.0,TOT,4.0,12.0,1.3466666666666667,0.29333333333333333,1.6400000000000001,1.7333333333333334,0.26666666666666666,0.5333333333333333,0.06666666666666667,0.2,0.8
12459,6.0,2.0,SF,10.0,Gerald Glass,1996.0,21.0,1.0,NJN,4.0,10.0,1.65,0.33,1.98,2.1,0.4,0.6,0.1,0.2,1.0
12460,2.0,1.0,SF,5.0,Gerald Glass,1996.0,5.0,0.0,CHH,0.0,2.0,0.74,0.22000000000000003,0.96,1.0,0.0,0.4,0.0,0.2,0.4
12461,43.0,16.0,PG,42.0,Anthony Goldwire,1996.0,231.0,0.0,CHH,112.0,76.0,4.564285714285714,0.5238095238095238,5.088095238095238,5.5,2.6666666666666665,1.0238095238095237,0.0,0.38095238095238093,1.8095238095238095
12462,57.0,25.0,SG,53.0,Greg Graham,1996.0,240.0,1.0,TOT,52.0,78.0,3.513207547169811,0.5773584905660377,4.090566037735849,4.528301886792453,0.9811320754716981,1.0754716981132075,0.018867924528301886,0.4716981132075472,1.471698113207547
12463,15.0,5.0,SG,8.0,Greg Graham,1996.0,56.0,0.0,PHI,11.0,17.0,5.387499999999999,0.9375,6.324999999999999,7.0,1.375,1.875,0.0,0.625,2.125
12464,42.0,20.0,SG,45.0,Greg Graham,1996.0,184.0,1.0,NJN,41.0,61.0,3.1799999999999997,0.5133333333333334,3.6933333333333334,4.088888888888889,0.9111111111111111,0.9333333333333333,0.022222222222222223,0.4444444444444444,1.3555555555555556
12465,55.0,12.0,PF,28.0,Ron Grandison,1996.0,65.0,2.0,TOT,13.0,22.0,1.7964285714285713,0.9357142857142858,2.732142857142857,2.3214285714285716,0.4642857142857143,1.9642857142857142,0.07142857142857142,0.42857142857142855,0.7857142857142857
12466,36.0,8.0,PF,18.0,Ron Grandison,1996.0,43.0,1.0,MIA,10.0,13.0,1.8555555555555554,0.9500000000000001,2.8055555555555554,2.388888888888889,0.5555555555555556,2.0,0.05555555555555555,0.4444444444444444,0.7222222222222222
12467,6.0,0.0,PF,4.0,Ron Grandison,1996.0,4.0,0.0,ATL,1.0,2.0,0.7999999999999999,0.6000000000000001,1.4,1.0,0.25,1.5,0.0,0.0,0.5
12468,13.0,4.0,PF,6.0,Ron Grandison,1996.0,18.0,1.0,NYK,2.0,7.0,2.283333333333333,1.1166666666666667,3.4,3.0,0.3333333333333333,2.1666666666666665,0.16666666666666666,0.6666666666666666,1.1666666666666667
12469,545.0,40.0,PF,78.0,Brian Grant,1996.0,1120.0,103.0,SAC,127.0,427.0,10.924358974358976,3.3448717948717945,14.26923076923077,14.35897435897436,1.6282051282051282,6.987179487179487,1.3205128205128205,0.5128205128205128,5.4743589743589745
12470,52.0,39.0,PG,47.0,Gary Grant,1996.0,232.0,3.0,NYK,69.0,88.0,3.936170212765957,0.7106382978723403,4.646808510638297,4.9361702127659575,1.4680851063829787,1.1063829787234043,0.06382978723404255,0.8297872340425532,1.872340425531915
12471,34.0,22.0,PG,31.0,Greg Grant,1996.0,83.0,2.0,TOT,97.0,35.0,2.6129032258064515,0.6709677419354839,3.2838709677419353,2.6774193548387095,3.129032258064516,1.096774193548387,0.06451612903225806,0.7096774193548387,1.1290322580645162
12472,21.0,12.0,PG,11.0,Greg Grant,1996.0,45.0,2.0,PHI,60.0,18.0,4.118181818181818,1.1454545454545455,5.263636363636364,4.090909090909091,5.454545454545454,1.9090909090909092,0.18181818181818182,1.0909090909090908,1.6363636363636365
12473,6.0,8.0,PG,10.0,Greg Grant,1996.0,24.0,0.0,WSB,23.0,11.0,2.25,0.4800000000000001,2.73,2.4,2.3,0.6,0.0,0.8,1.1
12474,7.0,2.0,PG,10.0,Greg Grant,1996.0,14.0,0.0,DEN,14.0,6.0,1.3199999999999998,0.34,1.66,1.4,1.4,0.7,0.0,0.2,0.6
12475,361.0,60.0,PF,76.0,Harvey Grant,1996.0,709.0,43.0,POR,111.0,314.0,7.235526315789474,2.306578947368421,9.542105263157895,9.328947368421053,1.4605263157894737,4.75,0.5657894736842105,0.7894736842105263,4.131578947368421
12476,580.0,62.0,PF,63.0,Horace Grant,1996.0,847.0,74.0,ORL,170.0,347.0,10.501587301587302,4.330158730158731,14.831746031746032,13.444444444444445,2.6984126984126986,9.206349206349206,1.1746031746031746,0.9841269841269841,5.507936507936508
12477,554.0,45.0,SF,82.0,A.C. Green,1996.0,612.0,23.0,PHO,72.0,215.0,5.6621951219512185,2.9512195121951224,8.613414634146341,7.463414634146342,0.8780487804878049,6.7560975609756095,0.2804878048780488,0.5487804878048781,2.6219512195121952
12478,690.0,139.0,PF,78.0,Tom Gugliotta,1996.0,1261.0,96.0,MIN,238.0,473.0,12.533333333333331,4.4423076923076925,16.975641025641025,16.166666666666668,3.051282051282051,8.846153846153847,1.2307692307692308,1.7820512820512822,6.064102564102564
12479,2.0,0.0,C,1.0,Jack Haley,1996.0,5.0,0.0,CHI,0.0,2.0,3.7,0.8,4.5,5.0,0.0,2.0,0.0,0.0,2.0
12480,22.0,0.0,C,11.0,Thomas Hamilton,1996.0,25.0,9.0,BOS,1.0,9.0,1.6909090909090911,1.0454545454545454,2.7363636363636363,2.272727272727273,0.09090909090909091,2.0,0.8181818181818182,0.0,0.8181818181818182
12481,4.0,0.0,C,6.0,Geert Hammink,1996.0,8.0,0.0,TOT,0.0,2.0,0.9666666666666667,0.26666666666666666,1.2333333333333334,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
12482,3.0,0.0,C,3.0,Geert Hammink,1996.0,4.0,0.0,ORL,0.0,1.0,0.9666666666666667,0.4000000000000001,1.3666666666666667,1.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333
12483,1.0,0.0,C,3.0,Geert Hammink,1996.0,4.0,0.0,GSW,0.0,1.0,0.9666666666666667,0.13333333333333333,1.1,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
