,TRB,STL,Pos,G,Player,Year,PTS,BLK,Tm,AST,FG,O_Index,D_Index,Overall_Index,PPG,ASTPG,RPG,BLKPG,STLPG,FGPG
8611,171.0,15.0,SF,59.0,Billy Thompson,1987.0,332.0,30.0,LAL,60.0,142.0,4.383050847457627,1.388135593220339,5.771186440677965,5.627118644067797,1.0169491525423728,2.8983050847457625,0.5084745762711864,0.2542372881355932,2.406779661016949
8612,687.0,69.0,C,82.0,LaSalle Thompson,1987.0,912.0,126.0,SAC,122.0,362.0,8.524390243902438,4.064634146341463,12.589024390243901,11.121951219512194,1.4878048780487805,8.378048780487806,1.5365853658536586,0.8414634146341463,4.414634146341464
8613,412.0,45.0,PF,82.0,Mychal Thompson,1987.0,938.0,71.0,TOT,115.0,359.0,8.72560975609756,2.434146341463415,11.159756097560976,11.439024390243903,1.4024390243902438,5.024390243902439,0.8658536585365854,0.5487804878048781,4.378048780487805
8614,276.0,31.0,PF,49.0,Mychal Thompson,1987.0,605.0,41.0,SAS,87.0,230.0,9.46734693877551,2.693877551020408,12.161224489795918,12.346938775510203,1.7755102040816326,5.63265306122449,0.8367346938775511,0.6326530612244898,4.6938775510204085
8615,136.0,14.0,PF,33.0,Mychal Thompson,1987.0,333.0,30.0,LAL,28.0,129.0,7.624242424242424,2.048484848484849,9.672727272727272,10.090909090909092,0.8484848484848485,4.121212121212121,0.9090909090909091,0.42424242424242425,3.909090909090909
8616,56.0,4.0,PF,33.0,Bob Thornton,1987.0,71.0,3.0,NYK,8.0,29.0,1.6424242424242423,0.7424242424242424,2.3848484848484848,2.1515151515151514,0.24242424242424243,1.696969696969697,0.09090909090909091,0.12121212121212122,0.8787878787878788
8617,819.0,46.0,PF,82.0,Otis Thorpe,1987.0,1547.0,60.0,SAC,201.0,567.0,14.38780487804878,4.3829268292682935,18.770731707317072,18.865853658536587,2.451219512195122,9.987804878048781,0.7317073170731707,0.5609756097560976,6.914634146341464
8618,108.0,74.0,PG,68.0,Sedale Threatt,1987.0,580.0,13.0,TOT,259.0,239.0,7.083823529411765,1.0191176470588235,8.102941176470589,8.529411764705882,3.8088235294117645,1.588235294117647,0.19117647058823528,1.088235294117647,3.514705882352941
8619,57.0,32.0,PG,28.0,Sedale Threatt,1987.0,265.0,4.0,PHI,82.0,108.0,7.596428571428571,1.2,8.79642857142857,9.464285714285714,2.9285714285714284,2.0357142857142856,0.14285714285714285,1.1428571428571428,3.857142857142857
8620,51.0,42.0,PG,40.0,Sedale Threatt,1987.0,315.0,9.0,CHI,177.0,131.0,6.725,0.8925000000000001,7.6175,7.875,4.425,1.275,0.225,1.05,3.275
8621,475.0,50.0,PF,81.0,Wayman Tisdale,1987.0,1174.0,26.0,IND,117.0,458.0,11.0,2.6271604938271604,13.62716049382716,14.493827160493828,1.4444444444444444,5.864197530864198,0.32098765432098764,0.6172839506172839,5.654320987654321
8622,85.0,18.0,SG,52.0,Andrew Toney,1987.0,549.0,8.0,PHI,188.0,197.0,8.492307692307692,0.8038461538461538,9.296153846153846,10.557692307692308,3.6153846153846154,1.6346153846153846,0.15384615384615385,0.34615384615384615,3.7884615384615383
8623,242.0,85.0,SF,79.0,Kelly Tripucka,1987.0,798.0,11.0,UTA,243.0,291.0,8.054430379746835,1.589873417721519,9.644303797468353,10.10126582278481,3.0759493670886076,3.0632911392405062,0.13924050632911392,1.0759493670886076,3.6835443037974684
8624,135.0,116.0,SG,70.0,Trent Tucker,1987.0,795.0,13.0,NYK,166.0,325.0,8.88857142857143,1.324285714285714,10.212857142857144,11.357142857142858,2.3714285714285714,1.9285714285714286,0.18571428571428572,1.6571428571428573,4.642857142857143
8625,2.0,0.0,PG,3.0,Andre Turner,1987.0,4.0,0.0,BOS,1.0,2.0,1.0666666666666667,0.26666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666
8626,115.0,30.0,SF,70.0,Elston Turner,1987.0,248.0,4.0,CHI,102.0,112.0,2.931428571428571,0.8028571428571429,3.734285714285714,3.5428571428571427,1.457142857142857,1.6428571428571428,0.05714285714285714,0.42857142857142855,1.6
8627,197.0,33.0,PF,76.0,Jeff Turner,1987.0,378.0,13.0,NJN,60.0,151.0,3.8381578947368418,1.2184210526315793,5.056578947368421,4.973684210526316,0.7894736842105263,2.5921052631578947,0.17105263157894737,0.4342105263157895,1.986842105263158
8628,190.0,11.0,C,64.0,Melvin Turpin,1987.0,393.0,40.0,CLE,33.0,169.0,4.6656249999999995,1.4265625,6.0921875,6.140625,0.515625,2.96875,0.625,0.171875,2.640625
8629,328.0,55.0,SF,82.0,Terry Tyler,1987.0,760.0,78.0,SAC,73.0,329.0,7.067073170731708,2.086585365853659,9.153658536585366,9.268292682926829,0.8902439024390244,4.0,0.9512195121951219,0.6707317073170732,4.012195121951219
8630,150.0,116.0,PG,65.0,Darnell Valentine,1987.0,726.0,10.0,LAC,447.0,275.0,9.616923076923078,1.5046153846153845,11.121538461538462,11.169230769230769,6.876923076923077,2.3076923076923075,0.15384615384615385,1.7846153846153847,4.230769230769231
8631,251.0,52.0,SF,79.0,Kiki Vandeweghe,1987.0,2122.0,17.0,POR,220.0,808.0,20.382278481012655,1.5329113924050632,21.915189873417717,26.860759493670887,2.7848101265822787,3.1772151898734178,0.21518987341772153,0.6582278481012658,10.227848101265822
8632,180.0,19.0,C,57.0,Nick Vanos,1987.0,168.0,23.0,PHO,43.0,65.0,2.3280701754385964,1.4842105263157896,3.812280701754386,2.9473684210526314,0.7543859649122807,3.1578947368421053,0.40350877192982454,0.3333333333333333,1.1403508771929824
8633,7.0,2.0,PF,5.0,Pete Verhoeven,1987.0,10.0,1.0,IND,2.0,5.0,1.58,0.74,2.3200000000000003,2.0,0.4,1.4,0.2,0.4,1.0
8634,210.0,40.0,SF,51.0,Jay Vincent,1987.0,678.0,17.0,WSB,85.0,274.0,10.176470588235293,1.9823529411764704,12.158823529411764,13.294117647058824,1.6666666666666667,4.117647058823529,0.3333333333333333,0.7843137254901961,5.372549019607843
8635,27.0,13.0,PG,46.0,Sam Vincent,1987.0,171.0,1.0,BOS,59.0,60.0,2.989130434782609,0.3260869565217392,3.315217391304348,3.717391304347826,1.2826086956521738,0.5869565217391305,0.021739130434782608,0.2826086956521739,1.3043478260869565
8636,146.0,35.0,SF,58.0,Danny Vranes,1987.0,140.0,25.0,PHI,30.0,59.0,1.8948275862068966,1.317241379310345,3.2120689655172416,2.413793103448276,0.5172413793103449,2.5172413793103448,0.43103448275862066,0.603448275862069,1.0172413793103448
8637,87.0,10.0,C,44.0,Granville Waiters,1987.0,85.0,31.0,CHI,22.0,40.0,1.543181818181818,1.0704545454545455,2.6136363636363633,1.9318181818181819,0.5,1.9772727272727273,0.7045454545454546,0.22727272727272727,0.9090909090909091
8638,327.0,120.0,PG,81.0,Darrell Walker,1987.0,988.0,37.0,DEN,282.0,358.0,9.676543209876543,2.196296296296296,11.87283950617284,12.197530864197532,3.4814814814814814,4.037037037037037,0.4567901234567901,1.4814814814814814,4.419753086419753
8639,338.0,49.0,SF,68.0,Kenny Walker,1987.0,710.0,49.0,NYK,75.0,285.0,7.948529411764706,2.4205882352941175,10.369117647058824,10.441176470588236,1.1029411764705883,4.970588235294118,0.7205882352941176,0.7205882352941176,4.1911764705882355
8640,31.0,1.0,C,10.0,Bill Walton*,1987.0,28.0,10.0,BOS,9.0,10.0,2.2399999999999998,1.57,3.8099999999999996,2.8,0.9,3.1,1.0,0.1,1.0
8641,101.0,6.0,C,35.0,Chris Washburn,1987.0,132.0,8.0,GSW,16.0,57.0,2.894285714285714,1.2742857142857142,4.168571428571428,3.7714285714285714,0.45714285714285713,2.8857142857142857,0.22857142857142856,0.17142857142857143,1.6285714285714286
8642,129.0,92.0,PG,72.0,Pearl Washington,1987.0,616.0,7.0,NJN,301.0,257.0,7.1819444444444445,1.1291666666666667,8.311111111111112,8.555555555555555,4.180555555555555,1.7916666666666667,0.09722222222222222,1.2777777777777777,3.5694444444444446
8643,60.0,34.0,PG,33.0,Spud Webb,1987.0,223.0,2.0,ATL,167.0,71.0,5.957575757575757,1.0545454545454545,7.012121212121212,6.757575757575758,5.0606060606060606,1.8181818181818181,0.06060606060606061,1.0303030303030303,2.1515151515151514
8644,26.0,3.0,C,15.0,Marvin Webster,1987.0,27.0,7.0,MIL,3.0,10.0,1.3666666666666667,0.8933333333333333,2.26,1.8,0.2,1.7333333333333334,0.4666666666666667,0.2,0.6666666666666666
8645,9.0,2.0,SF,6.0,Scott Wedman,1987.0,20.0,2.0,BOS,6.0,9.0,2.6833333333333336,0.7999999999999999,3.4833333333333334,3.3333333333333335,1.0,1.5,0.3333333333333333,0.3333333333333333,1.5
8646,129.0,13.0,C,58.0,Bill Wennington,1987.0,157.0,10.0,DAL,24.0,56.0,2.0741379310344827,1.0086206896551724,3.0827586206896553,2.706896551724138,0.41379310344827586,2.2241379310344827,0.1724137931034483,0.22413793103448276,0.9655172413793104
8647,339.0,22.0,C,78.0,Mark West,1987.0,507.0,81.0,CLE,41.0,209.0,4.923076923076923,2.1346153846153846,7.057692307692308,6.5,0.5256410256410257,4.346153846153846,1.0384615384615385,0.28205128205128205,2.6794871794871793
8648,194.0,92.0,PG,73.0,Ennis Whatley,1987.0,618.0,10.0,WSB,392.0,246.0,7.336986301369862,1.4821917808219178,8.81917808219178,8.465753424657533,5.36986301369863,2.6575342465753424,0.136986301369863,1.2602739726027397,3.3698630136986303
8649,194.0,47.0,SF,68.0,Rory White,1987.0,624.0,19.0,LAC,79.0,265.0,7.045588235294117,1.4323529411764706,8.477941176470587,9.176470588235293,1.161764705882353,2.8529411764705883,0.27941176470588236,0.6911764705882353,3.8970588235294117
8650,262.0,16.0,C,73.0,Jerome Whitehead,1987.0,373.0,12.0,GSW,24.0,147.0,3.843835616438356,1.5506849315068494,5.394520547945206,5.109589041095891,0.3287671232876712,3.589041095890411,0.1643835616438356,0.2191780821917808,2.0136986301369864
8651,133.0,44.0,SG,32.0,Mitchell Wiggins,1987.0,355.0,3.0,HOU,76.0,153.0,8.71875,2.103125,10.821875,11.09375,2.375,4.15625,0.09375,1.375,4.78125
8652,494.0,117.0,SF,79.0,Dominique Wilkins*,1987.0,2294.0,51.0,ATL,261.0,828.0,22.035443037974684,3.139240506329114,25.174683544303797,29.037974683544302,3.3037974683544302,6.253164556962025,0.6455696202531646,1.481012658227848,10.481012658227849
8653,107.0,9.0,PF,24.0,Eddie Lee,1987.0,139.0,2.0,NYK,6.0,56.0,4.3374999999999995,1.9208333333333336,6.258333333333333,5.791666666666667,0.25,4.458333333333333,0.08333333333333333,0.375,2.3333333333333335
8654,294.0,88.0,SG,80.0,Gerald Wilkins,1987.0,1527.0,18.0,NYK,354.0,633.0,15.037499999999998,1.8675000000000002,16.904999999999998,19.0875,4.425,3.675,0.225,1.1,7.9125
8655,1023.0,78.0,PF,82.0,Buck Williams,1987.0,1472.0,91.0,NJN,129.0,521.0,13.515853658536585,5.608536585365854,19.12439024390244,17.951219512195124,1.5731707317073171,12.475609756097562,1.1097560975609757,0.9512195121951219,6.353658536585366
8656,40.0,17.0,SG,33.0,Gus Williams,1987.0,138.0,5.0,ATL,139.0,53.0,3.9303030303030297,0.6848484848484849,4.615151515151514,4.181818181818182,4.212121212121212,1.2121212121212122,0.15151515151515152,0.5151515151515151,1.606060606060606
8657,543.0,59.0,PF,74.0,Herb Williams,1987.0,1101.0,93.0,IND,174.0,451.0,11.494594594594593,3.5513513513513515,15.045945945945945,14.878378378378379,2.3513513513513513,7.337837837837838,1.2567567567567568,0.7972972972972973,6.094594594594595
8658,629.0,58.0,PF,80.0,Hot Rod,1987.0,1168.0,167.0,CLE,154.0,435.0,11.148749999999998,3.9887500000000005,15.1375,14.6,1.925,7.8625,2.0875,0.725,5.4375
8659,366.0,129.0,SF,78.0,John Williams,1987.0,718.0,30.0,WSB,191.0,283.0,7.296153846153845,2.4884615384615385,9.784615384615384,9.205128205128204,2.448717948717949,4.6923076923076925,0.38461538461538464,1.6538461538461537,3.628205128205128
8660,83.0,45.0,SG,65.0,Kevin Williams,1987.0,319.0,8.0,SEA,66.0,132.0,3.8415384615384616,0.7553846153846154,4.596923076923077,4.907692307692308,1.0153846153846153,1.2769230769230768,0.12307692307692308,0.6923076923076923,2.0307692307692307
8661,1.0,0.0,PF,5.0,Pete Williams,1987.0,2.0,0.0,DEN,1.0,1.0,0.33999999999999997,0.08,0.42,0.4,0.2,0.2,0.0,0.0,0.2
8662,75.0,38.0,PG,32.0,Ray Williams,1987.0,318.0,9.0,NJN,185.0,131.0,8.521875,1.378125,9.9,9.9375,5.78125,2.34375,0.28125,1.1875,4.09375
8663,849.0,65.0,PF,81.0,Kevin Willis,1987.0,1304.0,61.0,ATL,62.0,538.0,12.08641975308642,4.65925925925926,16.74567901234568,16.098765432098766,0.7654320987654321,10.481481481481481,0.7530864197530864,0.8024691358024691,6.6419753086419755
8664,4.0,1.0,SG-PG,7.0,Michael Wilson,1987.0,8.0,0.0,TOT,7.0,3.0,1.042857142857143,0.27142857142857146,1.3142857142857145,1.1428571428571428,1.0,0.5714285714285714,0.0,0.14285714285714285,0.42857142857142855
8665,4.0,1.0,SG,5.0,Michael Wilson,1987.0,8.0,0.0,NJN,6.0,3.0,1.42,0.38,1.7999999999999998,1.6,1.2,0.8,0.0,0.2,0.6
8666,0.0,0.0,PG,2.0,Michael Wilson,1987.0,0.0,0.0,ATL,1.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0
8667,81.0,42.0,PG,53.0,Othell Wilson,1987.0,210.0,4.0,SAC,207.0,82.0,3.7094339622641512,0.8716981132075472,4.581132075471698,3.9622641509433962,3.9056603773584904,1.528301886792453,0.07547169811320754,0.7924528301886793,1.5471698113207548
8668,156.0,93.0,SG,77.0,David Wingate,1987.0,680.0,19.0,PHI,155.0,259.0,6.92077922077922,1.2467532467532467,8.167532467532467,8.831168831168831,2.012987012987013,2.0259740259740258,0.24675324675324675,1.2077922077922079,3.3636363636363638
8669,124.0,39.0,SG,71.0,Randy Wittman,1987.0,900.0,16.0,ATL,211.0,398.0,10.028169014084508,0.9309859154929576,10.959154929577466,12.67605633802817,2.971830985915493,1.7464788732394365,0.22535211267605634,0.5492957746478874,5.605633802816901
8670,94.0,19.0,SG,54.0,Al Wood,1987.0,358.0,11.0,DAL,34.0,121.0,4.9907407407407405,0.862962962962963,5.853703703703704,6.62962962962963,0.6296296296296297,1.7407407407407407,0.2037037037037037,0.35185185185185186,2.240740740740741
8671,120.0,48.0,PG,76.0,Leon Wood,1987.0,557.0,3.0,NJN,370.0,187.0,6.35,0.8328947368421052,7.182894736842105,7.328947368421052,4.868421052631579,1.5789473684210527,0.039473684210526314,0.631578947368421,2.460526315789474
8672,162.0,100.0,SG,74.0,Mike Woodson,1987.0,1262.0,16.0,LAC,196.0,494.0,13.135135135135135,1.345945945945946,14.481081081081081,17.054054054054053,2.6486486486486487,2.189189189189189,0.21621621621621623,1.3513513513513513,6.675675675675675
8673,367.0,54.0,SF,75.0,Orlando Woolridge,1987.0,1551.0,86.0,NJN,261.0,556.0,15.91333333333333,2.5173333333333336,18.430666666666664,20.68,3.48,4.8933333333333335,1.1466666666666667,0.72,7.413333333333333
8674,466.0,108.0,SF,82.0,James Worthy*,1987.0,1594.0,83.0,LAL,226.0,651.0,14.952439024390243,2.9719512195121953,17.924390243902437,19.4390243902439,2.7560975609756095,5.682926829268292,1.0121951219512195,1.3170731707317074,7.939024390243903
8675,53.0,3.0,PF,14.0,Brad Wright,1987.0,52.0,6.0,NYK,1.0,20.0,2.757142857142857,1.7071428571428573,4.464285714285714,3.7142857142857144,0.07142857142857142,3.7857142857142856,0.42857142857142855,0.21428571428571427,1.4285714285714286
8676,113.0,74.0,PG,73.0,Danny Young,1987.0,352.0,3.0,SEA,353.0,132.0,4.523287671232876,0.9356164383561644,5.4589041095890405,4.821917808219178,4.835616438356165,1.547945205479452,0.0410958904109589,1.0136986301369864,1.8082191780821917
8677,8.0,5.0,SG,9.0,Perry Young,1987.0,13.0,1.0,TOT,7.0,6.0,1.2333333333333334,0.5555555555555556,1.788888888888889,1.4444444444444444,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.6666666666666666
8678,1.0,1.0,SG,5.0,Perry Young,1987.0,5.0,0.0,CHI,0.0,2.0,0.74,0.13999999999999999,0.88,1.0,0.0,0.2,0.0,0.2,0.4
8679,7.0,4.0,SG,4.0,Perry Young,1987.0,8.0,1.0,POR,7.0,4.0,1.85,1.075,2.925,2.0,1.75,1.75,0.25,1.0,1.0
8681,478.0,48.0,C,80.0,Kareem Abdul-Jabbar*,1988.0,1165.0,92.0,LAL,135.0,480.0,11.13125,2.915,14.04625,14.5625,1.6875,5.975,1.15,0.6,6.0
8682,270.0,29.0,C,79.0,Mark Acres,1988.0,287.0,27.0,BOS,42.0,108.0,2.7860759493670884,1.579746835443038,4.365822784810126,3.632911392405063,0.5316455696202531,3.4177215189873418,0.34177215189873417,0.3670886075949367,1.3670886075949367
8683,365.0,82.0,C,82.0,Alvan Adams,1988.0,611.0,41.0,PHO,183.0,251.0,5.968292682926829,2.2304878048780488,8.198780487804878,7.451219512195122,2.231707317073171,4.451219512195122,0.5,1.0,3.0609756097560976
8684,223.0,168.0,PG,82.0,Michael Adams,1988.0,1137.0,16.0,DEN,503.0,416.0,11.440243902439025,1.7609756097560976,13.201219512195124,13.865853658536585,6.134146341463414,2.7195121951219514,0.1951219512195122,2.048780487804878,5.073170731707317
8685,434.0,70.0,SF,77.0,Mark Aguirre,1988.0,1932.0,57.0,DAL,278.0,746.0,19.254545454545454,2.7493506493506494,22.003896103896103,25.09090909090909,3.6103896103896105,5.636363636363637,0.7402597402597403,0.9090909090909091,9.688311688311689
8686,249.0,115.0,SG,81.0,Danny Ainge,1988.0,1270.0,17.0,BOS,503.0,482.0,12.812345679012346,1.7185185185185183,14.530864197530864,15.679012345679013,6.209876543209877,3.074074074074074,0.20987654320987653,1.4197530864197532,5.950617283950617
8687,160.0,10.0,PF,63.0,Mark Alarie,1988.0,327.0,12.0,WSB,39.0,144.0,3.9857142857142853,1.1206349206349207,5.106349206349206,5.190476190476191,0.6190476190476191,2.5396825396825395,0.19047619047619047,0.15873015873015872,2.2857142857142856
8688,23.0,17.0,PG,28.0,Steve Alford,1988.0,59.0,3.0,DAL,23.0,21.0,1.7142857142857142,0.5428571428571429,2.257142857142857,2.107142857142857,0.8214285714285714,0.8214285714285714,0.10714285714285714,0.6071428571428571,0.75
8689,513.0,54.0,PF,82.0,Greg Anderson,1988.0,957.0,122.0,SAS,79.0,379.0,8.824390243902439,3.1463414634146343,11.970731707317073,11.670731707317072,0.9634146341463414,6.2560975609756095,1.4878048780487805,0.6585365853658537,4.621951219512195
8690,303.0,51.0,PF,74.0,Richard Anderson,1988.0,448.0,16.0,TOT,112.0,171.0,4.771621621621621,1.9094594594594596,6.681081081081081,6.054054054054054,1.5135135135135136,4.094594594594595,0.21621621621621623,0.6891891891891891,2.310810810810811
8691,17.0,1.0,PF,12.0,Richard Anderson,1988.0,32.0,0.0,HOU,4.0,11.0,2.025,0.5916666666666667,2.6166666666666667,2.6666666666666665,0.3333333333333333,1.4166666666666667,0.0,0.08333333333333333,0.9166666666666666
8692,286.0,50.0,PF,62.0,Richard Anderson,1988.0,416.0,16.0,POR,108.0,160.0,5.303225806451613,2.164516129032258,7.467741935483872,6.709677419354839,1.7419354838709677,4.612903225806452,0.25806451612903225,0.8064516129032258,2.5806451612903225
8693,216.0,41.0,SF,74.0,Ron Anderson,1988.0,542.0,6.0,IND,78.0,217.0,5.6310810810810805,1.3581081081081081,6.989189189189188,7.324324324324325,1.054054054054054,2.918918918918919,0.08108108108108109,0.5540540540540541,2.9324324324324325
8694,13.0,3.0,SF,9.0,Joe Arlauckas,1988.0,34.0,4.0,SAC,8.0,14.0,2.9777777777777774,0.8111111111111112,3.7888888888888888,3.7777777777777777,0.8888888888888888,1.4444444444444444,0.4444444444444444,0.3333333333333333,1.5555555555555556
8695,22.0,10.0,SG,14.0,Vincent Askew,1988.0,52.0,6.0,PHI,33.0,22.0,3.2285714285714286,0.9714285714285715,4.2,3.7142857142857144,2.357142857142857,1.5714285714285714,0.42857142857142855,0.7142857142857143,1.5714285714285714
8696,257.0,110.0,PG,82.0,John Bagley,1988.0,981.0,10.0,NJN,479.0,393.0,10.021951219512195,1.6926829268292685,11.714634146341464,11.963414634146341,5.841463414634147,3.1341463414634148,0.12195121951219512,1.3414634146341464,4.7926829268292686
8697,210.0,17.0,PF,65.0,James Bailey,1988.0,288.0,28.0,PHO,42.0,109.0,3.3984615384615386,1.5,4.898461538461539,4.430769230769231,0.6461538461538462,3.230769230769231,0.4307692307692308,0.26153846153846155,1.676923076923077
8698,531.0,49.0,SF,82.0,Thurl Bailey,1988.0,1604.0,125.0,UTA,158.0,633.0,14.850000000000001,3.226829268292683,18.076829268292684,19.5609756097561,1.9268292682926829,6.475609756097561,1.524390243902439,0.5975609756097561,7.719512195121951
8699,951.0,100.0,PF,80.0,Charles Barkley*,1988.0,2264.0,103.0,PHI,254.0,753.0,21.386249999999997,5.51625,26.902499999999996,28.3,3.175,11.8875,1.2875,1.25,9.4125
8700,113.0,31.0,SG,67.0,John Battle,1988.0,713.0,5.0,ATL,158.0,278.0,8.335820895522389,0.835820895522388,9.171641791044777,10.64179104477612,2.3582089552238807,1.6865671641791045,0.07462686567164178,0.4626865671641791,4.149253731343284
8701,65.0,8.0,C,38.0,William Bedford,1988.0,101.0,17.0,DET,4.0,44.0,1.9973684210526315,0.881578947368421,2.8789473684210525,2.6578947368421053,0.10526315789473684,1.7105263157894737,0.4473684210526316,0.21052631578947367,1.1578947368421053
8702,530.0,50.0,C,66.0,Benoit Benjamin,1988.0,860.0,225.0,LAC,172.0,340.0,10.157575757575756,4.462121212121212,14.619696969696967,13.030303030303031,2.606060606060606,8.030303030303031,3.409090909090909,0.7575757575757576,5.151515151515151
8703,1.0,1.0,C,2.0,Kent Benson,1988.0,5.0,1.0,CLE,0.0,2.0,1.85,0.5,2.35,2.5,0.0,0.5,0.5,0.5,1.0
8704,395.0,55.0,SF,73.0,Walter Berry,1988.0,1272.0,63.0,SAS,110.0,540.0,13.23835616438356,2.649315068493151,15.887671232876711,17.424657534246574,1.5068493150684932,5.410958904109589,0.863013698630137,0.7534246575342466,7.397260273972603
8705,703.0,125.0,SF,76.0,Larry Bird*,1988.0,2275.0,57.0,BOS,467.0,881.0,23.342105263157894,4.4184210526315795,27.760526315789473,29.93421052631579,6.144736842105263,9.25,0.75,1.644736842105263,11.592105263157896
8706,167.0,54.0,SG,67.0,Otis Birdsong,1988.0,730.0,11.0,NJN,222.0,337.0,8.792537313432835,1.2880597014925372,10.080597014925372,10.895522388059701,3.3134328358208953,2.4925373134328357,0.16417910447761194,0.8059701492537313,5.029850746268656
8707,134.0,8.0,C,73.0,Uwe Blab,1988.0,162.0,29.0,DAL,35.0,58.0,1.7287671232876711,0.8863013698630138,2.6150684931506847,2.219178082191781,0.4794520547945205,1.8356164383561644,0.3972602739726027,0.1095890410958904,0.7945205479452054
8708,246.0,64.0,SG,71.0,Rolando Blackman,1988.0,1325.0,18.0,DAL,262.0,497.0,14.501408450704224,1.7323943661971832,16.233802816901406,18.661971830985916,3.6901408450704225,3.464788732394366,0.2535211267605634,0.9014084507042254,7.0
8709,6.0,3.0,PG,10.0,Nate Blackwell,1988.0,37.0,0.0,SAS,18.0,15.0,3.1,0.33,3.43,3.7,1.8,0.6,0.0,0.3,1.5
8710,136.0,127.0,PG,79.0,Muggsy Bogues,1988.0,393.0,3.0,WSB,404.0,166.0,4.715189873417722,1.1822784810126583,5.89746835443038,4.974683544303797,5.113924050632911,1.7215189873417722,0.0379746835443038,1.6075949367088607,2.1012658227848102
8711,275.0,11.0,C,77.0,Manute Bol,1988.0,176.0,208.0,WSB,13.0,75.0,1.731168831168831,2.281818181818182,4.012987012987013,2.2857142857142856,0.16883116883116883,3.5714285714285716,2.7012987012987013,0.14285714285714285,0.974025974025974
8712,127.0,114.0,SG,65.0,Dudley Bradley,1988.0,423.0,43.0,TOT,151.0,156.0,5.26,1.5061538461538462,6.766153846153846,6.507692307692308,2.3230769230769233,1.9538461538461538,0.6615384615384615,1.7538461538461538,2.4
8713,1.0,0.0,SG,2.0,Dudley Bradley,1988.0,0.0,0.0,MIL,1.0,0.0,0.1,0.2,0.30000000000000004,0.0,0.5,0.5,0.0,0.0,0.0
8714,126.0,114.0,SG,63.0,Dudley Bradley,1988.0,423.0,43.0,NJN,150.0,156.0,5.423809523809523,1.5476190476190477,6.971428571428571,6.714285714285714,2.380952380952381,2.0,0.6825396825396826,1.8095238095238095,2.4761904761904763
8715,48.0,16.0,SF,20.0,Adrian Branch,1988.0,133.0,11.0,NJN,16.0,56.0,5.095,1.3650000000000002,6.46,6.65,0.8,2.4,0.55,0.8,2.8
8716,551.0,46.0,C,81.0,Randy Breuer,1988.0,968.0,107.0,MIL,103.0,390.0,9.101234567901233,3.2876543209876545,12.388888888888888,11.950617283950617,1.271604938271605,6.802469135802469,1.3209876543209877,0.5679012345679012,4.814814814814815
8717,483.0,74.0,C,70.0,Frank Brickowski,1988.0,1119.0,36.0,SAS,266.0,425.0,12.557142857142857,3.2314285714285718,15.788571428571428,15.985714285714286,3.8,6.9,0.5142857142857142,1.0571428571428572,6.071428571428571
8718,44.0,4.0,SF,16.0,Michael Brooks,1988.0,43.0,1.0,DEN,13.0,20.0,2.1687499999999997,1.19375,3.3625,2.6875,0.8125,2.75,0.0625,0.25,1.25
8719,159.0,11.0,C,46.0,Mike Brown,1988.0,197.0,4.0,CHI,28.0,78.0,3.2891304347826082,1.4804347826086954,4.769565217391303,4.282608695652174,0.6086956521739131,3.4565217391304346,0.08695652173913043,0.2391304347826087,1.6956521739130435
8720,27.0,10.0,SG,19.0,Steve Burtt,1988.0,171.0,5.0,LAC,38.0,62.0,7.026315789473684,0.8052631578947369,7.8315789473684205,9.0,2.0,1.4210526315789473,0.2631578947368421,0.5263157894736842,3.263157894736842
8721,938.0,91.0,PF,72.0,Michael Cage,1988.0,1046.0,58.0,LAC,110.0,360.0,10.975,5.831944444444445,16.806944444444444,14.527777777777779,1.5277777777777777,13.027777777777779,0.8055555555555556,1.2638888888888888,5.0
8722,27.0,11.0,SF,13.0,Tony Campbell,1988.0,143.0,2.0,LAL,15.0,57.0,8.36923076923077,1.1307692307692307,9.5,11.0,1.1538461538461537,2.076923076923077,0.15384615384615385,0.8461538461538461,4.384615384615385
8723,13.0,11.0,SG,26.0,Rick Carlisle,1988.0,74.0,4.0,NYK,32.0,29.0,2.3499999999999996,0.37307692307692303,2.7230769230769227,2.8461538461538463,1.2307692307692308,0.5,0.15384615384615385,0.4230769230769231,1.1153846153846154
8724,289.0,38.0,PF,80.0,Antoine Carr,1988.0,705.0,83.0,ATL,103.0,281.0,6.777499999999999,1.8987500000000002,8.67625,8.8125,1.2875,3.6125,1.0375,0.475,3.5125
8725,489.0,50.0,C,77.0,Joe Barry,1988.0,976.0,106.0,TOT,113.0,402.0,9.688311688311687,3.1480519480519487,12.836363636363636,12.675324675324676,1.4675324675324675,6.35064935064935,1.3766233766233766,0.6493506493506493,5.220779220779221
8726,93.0,13.0,C,14.0,Joe Barry,1988.0,217.0,25.0,GSW,19.0,79.0,11.685714285714283,3.4714285714285715,15.157142857142855,15.5,1.3571428571428572,6.642857142857143,1.7857142857142858,0.9285714285714286,5.642857142857143
